"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"PRRT4",440.691300217335,-5.37933719216518,0.932609121775596,-5.76805123021255,1.32789115147517e-06,0.000139074466597833
"TMEM215",58.6881366479424,8.01439658321502,1.45901554069762,5.49301659897534,7.6400121701397e-07,8.86087585987813e-05
"LOC415056",12.7870582783919,-7.20545529764789,1.76062368636173,-4.09255842316748,0.000213655968462056,0.00839133816134723
"MAP1LC3C",296.866511724756,-5.65844862839845,0.733380133542366,-7.71557391535419,1.06249684613814e-10,4.59025199952829e-08
"LOC572558",16.9787530158465,-5.65024130316942,1.18567910954505,-4.76540512326093,4.39174780487451e-05,0.00256397952081204
"HEPN1",428.686637811684,-6.90443996025395,1.12844828764161,-6.11852579854044,8.36840369785683e-08,1.37727985050156e-05
"PGA3",35.9926378433946,-5.15983346595541,1.08739730068544,-4.74512256256561,6.52620247852794e-05,0.00342794240217147
"UCA1",127.912227127516,6.27831022356381,1.24523295943441,5.04187604094212,1.12377475122894e-05,0.00082991245623877
"C2orf84",59.3234839523791,-4.2271625152,0.877105951292586,-4.8194434309452,0.000116924876414828,0.00526192393053291
"ABCC6P1",35.6026715884565,-3.42528017289132,0.636388093980795,-5.3823762658179,6.92006211269308e-05,0.00360197570389907
"PLIN4",91672.8683243735,-7.93708858854509,1.0918184536969,-7.26960472381659,1.05097377113212e-10,4.59025199952829e-08
"PRCD",63.2785858831323,-3.55029072924601,0.698693702148621,-5.08132636422537,0.000131077299787009,0.00572006772126088
"TLX1NB",21.4721246918879,7.16932546405507,1.7039001452842,4.20759719042061,0.000147714243781828,0.00622597523608236
